  0.156250000      0.156250000      0.156250000       0.00000000       8.38962078    
  0.156250000      0.156250000      0.468750000       0.00000000       8.21316338    
  0.156250000      0.156250000      0.781250000       0.00000000       8.04497814    
  0.156250000      0.156250000       1.09375000       0.00000000       7.88559532    
  0.156250000      0.156250000       1.40625000       0.00000000       7.73555851    
  0.156250000      0.156250000       1.71875000       0.00000000       7.59542179    
  0.156250000      0.156250000       2.03125000       0.00000000       7.46574211    
  0.156250000      0.156250000       2.34375000       0.00000000       7.34707355    
  0.156250000      0.156250000       2.65625000       0.00000000       7.23995781    
  0.156250000      0.156250000       2.96875000       0.00000000       7.14491463    
  0.156250000      0.156250000       3.28125000       0.00000000       7.06243086    
  0.156250000      0.156250000       3.59375000       0.00000000       6.99295139    
  0.156250000      0.156250000       3.90625000       0.00000000       6.93686676    
  0.156250000      0.156250000       4.21875000       0.00000000       6.89450359    
  0.156250000      0.156250000       4.53125000       0.00000000       6.86611652    
  0.156250000      0.156250000       4.84375000       0.00000000       6.85187864    
  0.156250000      0.156250000       5.15625000       0.00000000       6.85187864    
  0.156250000      0.156250000       5.46875000       0.00000000       6.86611652    
  0.156250000      0.156250000       5.78125000       0.00000000       6.89450359    
  0.156250000      0.156250000       6.09375000       0.00000000       6.93686676    
  0.156250000      0.156250000       6.40625000       0.00000000       6.99295139    
  0.156250000      0.156250000       6.71875000       0.00000000       7.06243086    
  0.156250000      0.156250000       7.03125000       0.00000000       7.14491463    
  0.156250000      0.156250000       7.34375000       0.00000000       7.23995781    
  0.156250000      0.156250000       7.65625000       0.00000000       7.34707355    
  0.156250000      0.156250000       7.96875000       0.00000000       7.46574211    
  0.156250000      0.156250000       8.28125000       0.00000000       7.59542179    
  0.156250000      0.156250000       8.59375000       0.00000000       7.73555851    
  0.156250000      0.156250000       8.90625000       0.00000000       7.88559532    
  0.156250000      0.156250000       9.21875000       0.00000000       8.04497814    
  0.156250000      0.156250000       9.53125000       0.00000000       8.21316338    
  0.156250000      0.156250000       9.84375000       0.00000000       8.38962078    
  0.156250000      0.468750000      0.156250000       0.00000000       8.21316338    
  0.156250000      0.468750000      0.468750000       0.00000000       8.03283024    
