0.0000000E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
5.1532211E-04 0.0000000E+00 0.0000000E+00 1.0000000E+03
5.5643202E-04 0.0000000E+00 0.0000000E+00 1.0000000E+03
6.0082147E-04 0.0000000E+00 0.0000000E+00 1.0000000E+03
6.4875210E-04 0.0000000E+00 0.0000000E+00 1.0000000E+03
7.0050641E-04 0.0000000E+00 0.0000000E+00 1.0000000E+03
7.5638942E-04 0.0000000E+00 0.0000000E+00 1.0000000E+03
8.1673051E-04 0.0000000E+00 0.0000000E+00 1.0000000E+03
8.8188532E-04 0.0000000E+00 0.0000000E+00 1.0000000E+03
9.5223786E-04 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.0282028E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.1102278E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.1987964E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.2944306E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.3976940E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.5091953E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.6295916E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.7595925E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.8999643E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.0515343E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.2151958E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.3919134E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.5827286E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.7887662E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.0112405E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.2514627E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.5108487E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.7909272E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.0933490E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.4198966E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.7724946E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
5.1532211E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
5.5643202E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
6.0082147E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
6.4875210E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
7.0050641E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
7.5638942E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
8.1673051E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
8.8188532E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
9.5223786E-03 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.0282028E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.1102278E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.1987964E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.2944306E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.3976940E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.5091953E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.6295916E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.7595925E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.8999643E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.0515343E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.2151958E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.3919134E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.5827286E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.7887662E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.0112405E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.2514627E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.5108487E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.7909272E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.0933490E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.4198966E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.7724946E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
5.1532211E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
5.5643202E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
6.0082147E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
6.4875210E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
7.0050641E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
7.5638942E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
8.1673051E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
8.8188532E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
9.5223786E-02 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.0282028E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.1102278E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.1987964E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.2944306E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.3976940E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.5091953E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.6295916E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.7595925E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.8999643E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.0515343E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.2151958E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.3919134E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.5827286E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.7887662E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.0112405E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.2514627E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.5108487E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.7909272E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.0933490E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.4198966E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.7724946E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
5.1532211E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
5.5643202E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
6.0082147E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
6.4875210E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
7.0050641E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
7.5638942E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
8.1673051E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
8.8188532E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
9.5223786E-01 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.0282028E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.1102278E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.1987964E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.2944306E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.3976940E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.5091953E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.6295916E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.7595925E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
1.8999643E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.0515343E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.2151958E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.3919134E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.5827286E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
2.7887662E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.0112405E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.2514627E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.5108487E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
3.7909272E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.0933490E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.4198966E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
4.7724946E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
5.1532211E+00 0.0000000E+00 0.0000000E+00 1.0000000E+03
